"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"grid1m",800,800,1,1,"process_cold",0,496
"grid1m",800,800,1,1,"warm",1,392
"grid1m",800,800,1,1,"warm",2,384
"grid1m",800,800,1,1,"warm",3,413
