"label","seconds","interval_ms"
"Validating Mesh",3.375,NA
"Pre-processing scene",3.38,4.99999999999989
"Pre-processed  scene",3.38,0
"Removed duplicate materials",3.384,4
"Processed scene bounds",3.386,2.00000000000022
"Processed texture filenames",3.387,0.99999999999989
"Processed materials",3.395,8.00000000000001
"Loaded environment maps",3.395,0
"Initialized buffers",3.397,1.99999999999978
"Initialized shadowmaps",3.397,0
"Initialized alpha buffers",3.397,0
"Initialized shaders",3.409,12
"Initialized 3D models",3.413,4
"Calculated depth buffer(s)",3.413,0
"Executed pixel shaders",3.514,101
"Calculated linear depth",3.515,1.00000000000033
"Rasterized image",3.519,4
"Display/save image",3.664,145
