"label","seconds","interval_ms"
"Validating Mesh",2.654,NA
"Pre-processing scene",2.654,0
"Pre-processed  scene",2.654,0
"Removed duplicate materials",2.654,0
"Processed scene bounds",2.654,0
"Processed texture filenames",2.655,0.99999999999989
"Processed materials",2.655,0
"Loaded environment maps",2.655,0
"Initialized buffers",2.658,3.00000000000011
"Initialized shadowmaps",2.658,0
"Initialized alpha buffers",2.658,0
"Initialized shaders",2.658,0
"Initialized 3D models",2.658,0
"Calculated depth buffer(s)",2.659,0.99999999999989
"Executed pixel shaders",2.672,13.0000000000003
"Calculated linear depth",2.683,10.9999999999997
"Applied toon outline JFA pass",2.797,114
"Rasterized image",2.798,0.99999999999989
"Display/save image",2.95,152
