case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
alpha16,800,800,1,1,3,568,511.0,511.0,1.9569471624266144,326.0,330.5,1332723712,483013552,327.0,3,393723904
alpha4,800,800,1,1,3,327,271.0,274.6,3.690036900369004,86.0000000000003,86.9000000000002,893796352,483002552,88.0000000000001,3,397312000
alpha64,800,800,1,1,3,1392,1332.0,1337.4,0.7507507507507507,1155.0,1158.6,2952085504,483038608,1162.0,3,1080442880
environment,800,800,1,1,3,304,243.0,247.5,4.11522633744856,51.0000000000002,55.50000000000002,683753472,463621408,52.0,3,391872512
grid1m,800,800,1,1,3,554,491.0,500.0,2.0366598778004072,298.0,309.7,1636761600,635502936,306.0,3,1135722496
shadow,800,800,1,1,3,293,230.0,247.1,4.3478260869565215,44.9999999999999,45.90000000000026,820035584,486806936,46.0000000000003,3,386301952
small,800,800,1,1,3,253,192.0,196.5,5.208333333333333,8.00000000000001,8.00000000000001,806584320,485353360,8.00000000000001,3,363413504
ssao,800,800,1,1,3,536,409.0,409.9,2.444987775061125,268.000000000001,282.4000000000001,847904768,545101496,239.000000000001,3,463355904
toon,800,800,1,1,3,407,327.0,327.9,3.058103975535168,143.0,143.9,860028928,522000424,143.0,3,477888512
