"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"grid100k",800,800,2,4,"process_cold",0,543
"grid100k",800,800,2,4,"warm",1,398
"grid100k",800,800,2,4,"warm",2,377
"grid100k",800,800,2,4,"warm",3,384
