"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"small",1920,1080,1,4,"process_cold",0,246
"small",1920,1080,1,4,"warm",1,136
"small",1920,1080,1,4,"warm",2,111
"small",1920,1080,1,4,"warm",3,110
