"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"overdraw",800,800,1,1,"process_cold",0,629
"overdraw",800,800,1,1,"warm",1,536
"overdraw",800,800,1,1,"warm",2,520
"overdraw",800,800,1,1,"warm",3,555
