"label","seconds","interval_ms"
"Validating Mesh",4.135,NA
"Pre-processing scene",4.135,0
"Pre-processed  scene",4.135,0
"Removed duplicate materials",4.135,0
"Processed scene bounds",4.135,0
"Processed texture filenames",4.135,0
"Processed materials",4.135,0
"Loaded environment maps",4.136,1.00000000000033
"Initialized buffers",4.138,1.99999999999978
"Initialized shadowmaps",4.138,0
"Initialized alpha buffers",4.138,0
"Initialized shaders",4.138,0
"Initialized 3D models",4.138,0
"Calculated depth buffer(s)",4.138,0
"Executed pixel shaders",4.338,200
"Calculated linear depth",4.484,146
"Rasterized image",4.485,1.00000000000033
"Display/save image",4.621,136
