case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
occluded,800,800,1,1,3,191,104.0,108.5,9.615384615384615,81.0000000000002,84.6000000000002,569294848,147582360,91.0000000000002,3,292552704
overdraw,800,800,1,1,3,453,372.0,372.0,2.6881720430107525,365.0,365.9,627343360,147582360,357.0,3,291635200
