"label","seconds","interval_ms"
"Validating Mesh",0.987,NA
"Pre-processing scene",0.988,1
"Pre-processed  scene",0.988,0
"Removed duplicate materials",0.988,0
"Processed scene bounds",0.988,0
"Processed texture filenames",0.988,0
"Processed materials",0.988,0
"Loaded environment maps",0.988,0
"Initialized buffers",0.991,3
"Initialized shadowmaps",0.991,0
"Initialized alpha buffers",0.991,0
"Initialized shaders",0.991,0
"Initialized 3D models",0.991,0
"Calculated depth buffer(s)",0.992,1
"Executed pixel shaders",1.007,14.9999999999999
"Calculated linear depth",1.007,0
"Rasterized image",1.008,1.00000000000011
"Assembled output",1.022,14
"Clamped output",1.026,4
"Display/save image",1.026,0
