"label","seconds","interval_ms"
"Validating Mesh",1.631,NA
"Pre-processing scene",1.632,0.99999999999989
"Pre-processed  scene",1.632,0
"Removed duplicate materials",1.632,0
"Processed scene bounds",1.632,0
"Processed texture filenames",1.632,0
"Processed materials",1.632,0
"Loaded environment maps",1.632,0
"Initialized buffers",1.638,6
"Initialized shadowmaps",1.638,0
"Initialized alpha buffers",1.638,0
"Initialized shaders",1.638,0
"Initialized 3D models",1.638,0
"Calculated depth buffer(s)",1.639,1.00000000000011
"Executed pixel shaders",1.653,14
"Calculated AO",1.74,87
"Calculated linear depth",1.741,1.00000000000011
"Rasterized image",1.741,0
"Assembled output",1.762,20.9999999999999
"Clamped output",1.766,4
"Display/save image",1.766,0
