"case","cores","width","height","fsaa","regime","sample","elapsed_ms"
"normal_shared",1,800,800,1,"warm",1,261
"normal_shared",1,800,800,1,"warm",2,267
"normal_shared",1,800,800,1,"warm",3,260
"normal_shared",1,800,800,1,"warm",4,256
"normal_shared",1,800,800,1,"warm",5,273
"normal_shared",1,800,800,1,"native",1,201
"normal_shared",1,800,800,1,"native",2,196
"normal_shared",1,800,800,1,"native",3,207
"normal_shared",1,800,800,1,"native",4,209
"normal_shared",1,800,800,1,"native",5,199
