"case","cores","width","height","fsaa","regime","sample","elapsed_ms"
"grid1m",1,800,800,1,"warm",1,242
"grid1m",1,800,800,1,"warm",2,239
"grid1m",1,800,800,1,"warm",3,235
"grid1m",1,800,800,1,"warm",4,236
"grid1m",1,800,800,1,"warm",5,237
"grid1m",1,800,800,1,"native",1,174
"grid1m",1,800,800,1,"native",2,173
"grid1m",1,800,800,1,"native",3,174
"grid1m",1,800,800,1,"native",4,175
"grid1m",1,800,800,1,"native",5,176
