"case","cores","width","height","fsaa","regime","sample","elapsed_ms"
"small",1,800,800,1,"warm",1,16
"small",1,800,800,1,"warm",2,38
"small",1,800,800,1,"warm",3,16.9999999999999
"small",1,800,800,1,"warm",4,37
"small",1,800,800,1,"warm",5,17
"small",1,800,800,1,"native",1,8.00000000000001
"small",1,800,800,1,"native",2,7.00000000000001
"small",1,800,800,1,"native",3,8.00000000000001
"small",1,800,800,1,"native",4,8.00000000000001
"small",1,800,800,1,"native",5,8.00000000000001
