"case","cores","width","height","fsaa","regime","sample","elapsed_ms"
"small",1,800,800,1,"warm",1,17
"small",1,800,800,1,"warm",2,37
"small",1,800,800,1,"warm",3,16
"small",1,800,800,1,"warm",4,36
"small",1,800,800,1,"warm",5,16
"small",1,800,800,1,"native",1,7.00000000000001
"small",1,800,800,1,"native",2,7.00000000000001
"small",1,800,800,1,"native",3,7.00000000000001
"small",1,800,800,1,"native",4,8.00000000000001
"small",1,800,800,1,"native",5,7.00000000000001
