"case","cores","width","height","fsaa","regime","sample","elapsed_ms"
"grid1m",1,800,800,1,"warm",1,233
"grid1m",1,800,800,1,"warm",2,233
"grid1m",1,800,800,1,"warm",3,236
"grid1m",1,800,800,1,"warm",4,234
"grid1m",1,800,800,1,"warm",5,233
"grid1m",1,800,800,1,"native",1,178
"grid1m",1,800,800,1,"native",2,176
"grid1m",1,800,800,1,"native",3,178
"grid1m",1,800,800,1,"native",4,178
"grid1m",1,800,800,1,"native",5,177
