"case","cores","width","height","fsaa","regime","sample","elapsed_ms"
"grid1m",1,800,800,1,"warm",1,240
"grid1m",1,800,800,1,"warm",2,240
"grid1m",1,800,800,1,"warm",3,262
"grid1m",1,800,800,1,"warm",4,245
"grid1m",1,800,800,1,"warm",5,239
"grid1m",1,800,800,1,"native",1,180
"grid1m",1,800,800,1,"native",2,181
"grid1m",1,800,800,1,"native",3,177
"grid1m",1,800,800,1,"native",4,174
"grid1m",1,800,800,1,"native",5,180.000000000001
