"case","cores","width","height","fsaa","regime","sample","elapsed_ms"
"small",1,800,800,1,"warm",1,22
"small",1,800,800,1,"warm",2,42.9999999999999
"small",1,800,800,1,"warm",3,23
"small",1,800,800,1,"warm",4,43.9999999999999
"small",1,800,800,1,"warm",5,23
"small",1,800,800,1,"native",1,9.00000000000001
"small",1,800,800,1,"native",2,8.00000000000001
"small",1,800,800,1,"native",3,8.00000000000001
"small",1,800,800,1,"native",4,7.00000000000012
"small",1,800,800,1,"native",5,7.99999999999979
