"label","seconds","interval_ms"
"Validating Mesh",0.883,NA
"Pre-processing scene",0.883,0
"Pre-processed  scene",0.883,0
"Removed duplicate materials",0.883,0
"Processed scene bounds",0.883,0
"Processed texture filenames",0.883,0
"Processed materials",0.883,0
"Loaded environment maps",0.883,0
"Initialized buffers",0.886,3
"Initialized shadowmaps",0.886,0
"Initialized alpha buffers",0.886,0
"Initialized shaders",0.886,0
"Initialized 3D models",0.886,0
"Calculated depth buffer(s)",0.886,0
"Executed pixel shaders",0.89,4
"Calculated linear depth",0.89,0
"Rasterized image",0.891,1
"Assembled output",0.897,6
"Clamped output",0.9,3
"Display/save image",0.9,0
