"label","seconds","interval_ms"
"Validating Mesh",0.981,NA
"Pre-processing scene",0.981,0
"Pre-processed  scene",0.981,0
"Removed duplicate materials",0.982,1
"Processed scene bounds",0.982,0
"Processed texture filenames",0.982,0
"Processed materials",0.982,0
"Loaded environment maps",0.982,0
"Initialized buffers",0.985,3
"Initialized shadowmaps",0.985,0
"Initialized alpha buffers",0.985,0
"Initialized shaders",0.985,0
"Initialized 3D models",0.985,0
"Calculated depth buffer(s)",0.986,1
"Executed pixel shaders",1.001,14.9999999999999
"Calculated linear depth",1.001,0
"Rasterized image",1.002,1.00000000000011
"Assembled output",1.012,10
"Clamped output",1.014,2
"Display/save image",1.014,0
