"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha4",800,800,1,4,"process_cold",0,118
"alpha4",800,800,1,4,"warm",1,45
"alpha4",800,800,1,4,"warm",2,42
"alpha4",800,800,1,4,"warm",3,42
