"label","seconds","interval_ms"
"Validating Mesh",0.944,NA
"Pre-processing scene",0.945,1
"Pre-processed  scene",0.945,0
"Removed duplicate materials",0.945,0
"Processed scene bounds",0.945,0
"Processed texture filenames",0.945,0
"Processed materials",0.945,0
"Loaded environment maps",0.945,0
"Initialized buffers",0.948,3
"Initialized shadowmaps",0.948,0
"Initialized alpha buffers",0.948,0
"Initialized shaders",0.948,0
"Initialized 3D models",0.948,0
"Calculated depth buffer(s)",0.949,1
"Executed pixel shaders",0.964,15
"Calculated linear depth",0.964,0
"Rasterized image",0.966,2
"Assembled output",0.98,14
"Clamped output",0.984,4
"Display/save image",0.984,0
