"label","seconds","interval_ms"
"Validating Mesh",0.896,NA
"Pre-processing scene",0.897,1
"Pre-processed  scene",0.897,0
"Removed duplicate materials",0.897,0
"Processed scene bounds",0.897,0
"Processed texture filenames",0.897,0
"Processed materials",0.897,0
"Loaded environment maps",0.897,0
"Initialized buffers",0.9,3
"Initialized shadowmaps",0.9,0
"Initialized alpha buffers",0.9,0
"Initialized shaders",0.9,0
"Initialized 3D models",0.9,0
"Calculated depth buffer(s)",0.901,1
"Executed pixel shaders",0.905,4
"Calculated linear depth",0.906,1
"Rasterized image",0.906,0
"Assembled output",0.92,14
"Clamped output",0.924,4
"Display/save image",0.924,0
