case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
alpha16,800,800,1,1,3,1110,1001.0,1018.1,0.999000999000999,867.999999999999,872.4999999999999,1546993664,554694224,862.0,3,793788416
alpha4,800,800,1,1,3,521,387.0,403.2,2.5839793281653747,241.0,241.9,1103052800,554683224,238.0,3,457244672
alpha64,800,800,1,1,3,3119,3018.0,3039.6,0.3313452617627568,2836.0,2845.0,2816622592,554719280,2863.0,3,2142470144
grid1m,800,800,1,1,3,603,510.0,521.7,1.9607843137254901,341.0,372.4999999999991,1827569664,707183608,342.0,3,1337622528
near_crossing,800,800,1,1,3,322,216.0,224.1,4.62962962962963,56.0,56.0,841121792,552925160,56.0,3,473399296
orthographic,800,800,1,1,3,332,204.0,210.3,4.901960784313726,48.0,48.89999999999991,959807488,554357424,49.0000000000004,3,480804864
shadow,800,800,1,1,3,348,239.0,248.0,4.184100418410042,78.0000000000003,81.59999999999994,918929408,558487608,81.0,3,496861184
small,800,800,1,1,3,289,180.0,195.3,5.555555555555555,31.0000000000001,31.90000000000001,1112047616,557034032,32.9999999999999,3,514785280
