case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
alpha16,800,800,1,1,3,573,510.0,516.3,1.9607843137254901,326.0,326.0,1296416768,483013552,328.0,3,408141824
grid100k,800,800,1,1,3,285,214.0,227.5,4.672897196261682,36.9999999999999,37.90000000000026,832733184,498232744,38.0000000000003,3,460390400
grid1m,800,800,1,1,3,462,400.0,406.3,2.5,216.0,222.3,1636319232,635502936,215.0,3,1062830080
grid500k,800,800,1,1,3,387,277.0,279.7,3.6101083032490973,126.0,131.4,1360543744,559058760,123.0,3,709918720
shadow,800,800,1,1,3,259,221.0,230.0,4.524886877828054,20.0,20.0,744112128,486806936,20.0,3,376782848
small,800,800,1,1,3,252,190.0,191.8,5.2631578947368425,8.00000000000001,8.00000000000001,834764800,485353360,8.00000000000001,3,356597760
