"label","seconds","interval_ms"
"Validating Mesh",0.853,NA
"Pre-processing scene",0.854,1
"Pre-processed  scene",0.854,0
"Removed duplicate materials",0.854,0
"Processed scene bounds",0.854,0
"Processed texture filenames",0.854,0
"Processed materials",0.854,0
"Loaded environment maps",0.854,0
"Initialized buffers",0.856,2
"Initialized shadowmaps",0.856,0
"Initialized alpha buffers",0.856,0
"Initialized shaders",0.856,0
"Initialized 3D models",0.856,0
"Calculated depth buffer(s)",0.857,1
"Executed pixel shaders",0.858,1
"Calculated linear depth",0.858,0
"Rasterized image",0.859,1
"Assembled output",0.87,11
"Clamped output",0.875,5
"Display/save image",0.875,0
