"label","seconds","interval_ms"
"Validating Mesh",1.471,NA
"Pre-processing scene",1.472,0.99999999999989
"Pre-processed  scene",1.472,0
"Removed duplicate materials",1.473,1.00000000000011
"Processed scene bounds",1.474,0.99999999999989
"Processed texture filenames",1.474,0
"Processed materials",1.476,2
"Loaded environment maps",1.476,0
"Initialized buffers",1.478,2
"Initialized shadowmaps",1.478,0
"Initialized alpha buffers",1.478,0
"Initialized shaders",1.48,2
"Initialized 3D models",1.481,1.00000000000011
"Calculated depth buffer(s)",1.482,0.99999999999989
"Executed pixel shaders",1.539,56.9999999999999
"Calculated linear depth",1.539,0
"Rasterized image",1.54,1.00000000000011
"Assembled output",1.554,14
"Clamped output",1.561,6.9999999999999
"Display/save image",1.561,0
