case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
alpha16,800,800,1,1,3,884,777.0,795.0,1.287001287001287,631.0,631.9,1579581440,554694224,640.000000000001,3,783450112
alpha4,800,800,1,1,3,465,325.0,346.6,3.076923076923077,178.0,179.8,1123008512,554683224,182.0,3,484081664
alpha64,800,800,1,1,3,2343,2254.0,2266.6,0.44365572315882873,2128.0,2139.7,3025649664,554719280,2115.0,3,2137554944
environment,800,800,1,1,3,356,226.0,241.3,4.424778761061947,72.0000000000001,72.9,1016479744,535302080,68.9999999999999,3,477413376
grid1m,800,800,1,1,3,620,513.0,523.8,1.949317738791423,348.000000000001,349.8000000000001,1822720000,707183608,352.0,3,1328807936
shadow,800,800,1,1,3,344,235.0,239.5,4.25531914893617,68.0000000000001,68.0000000000001,1080426496,558487608,71.0000000000002,3,452001792
small,800,800,1,1,3,293,181.0,190.0,5.524861878453039,28.0,28.90000000000036,969392128,557034032,29.9999999999998,3,480526336
ssao,800,800,1,1,3,831,707.0,718.7,1.4144271570014144,539.000000000001,541.7000000000011,989593600,580941832,542.000000000001,3,444628992
toon,800,800,1,1,3,429,318.0,318.0,3.1446540880503147,157.0,160.6,993542144,557840760,158.0,3,471547904
