"label","seconds","interval_ms"
"Validating Mesh",1.802,NA
"Pre-processing scene",1.802,0
"Pre-processed  scene",1.802,0
"Removed duplicate materials",1.802,0
"Processed scene bounds",1.802,0
"Processed texture filenames",1.802,0
"Processed materials",1.802,0
"Loaded environment maps",1.803,0.99999999999989
"Initialized buffers",1.812,9.00000000000012
"Initialized shadowmaps",1.812,0
"Initialized alpha buffers",1.812,0
"Initialized shaders",1.813,0.99999999999989
"Initialized 3D models",1.813,0
"Calculated depth buffer(s)",1.813,0
"Executed pixel shaders",1.821,8.00000000000001
"Calculated linear depth",1.833,12
"Rasterized image",1.834,1.00000000000011
"Display/save image",1.977,143
