"label","seconds","interval_ms"
"Validating Mesh",4.358,NA
"Pre-processing scene",4.358,0
"Pre-processed  scene",4.358,0
"Removed duplicate materials",4.359,1.00000000000033
"Processed scene bounds",4.359,0
"Processed texture filenames",4.359,0
"Processed materials",4.359,0
"Loaded environment maps",4.359,0
"Initialized buffers",4.366,6.99999999999967
"Initialized shadowmaps",4.366,0
"Initialized alpha buffers",4.366,0
"Initialized shaders",4.366,0
"Initialized 3D models",4.366,0
"Calculated depth buffer(s)",4.366,0
"Executed pixel shaders",4.388,22.0000000000002
"Calculated AO",4.603,215
"Calculated linear depth",4.614,11.0000000000001
"Rasterized image",4.615,1.00000000000033
"Display/save image",4.782,167
