"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"toon",800,800,1,1,"process_cold",0,429
"toon",800,800,1,1,"warm",1,318
"toon",800,800,1,1,"warm",2,301
"toon",800,800,1,1,"warm",3,318
