"label","seconds","interval_ms"
"Validating Mesh",2.062,NA
"Pre-processing scene",2.062,0
"Pre-processed  scene",2.062,0
"Removed duplicate materials",2.063,1.00000000000033
"Processed scene bounds",2.063,0
"Processed texture filenames",2.063,0
"Processed materials",2.063,0
"Loaded environment maps",2.063,0
"Initialized buffers",2.07,6.99999999999967
"Initialized shadowmaps",2.07,0
"Initialized alpha buffers",2.07,0
"Initialized shaders",2.07,0
"Initialized 3D models",2.07,0
"Calculated depth buffer(s)",2.071,1.00000000000033
"Executed pixel shaders",2.119,48
"Calculated linear depth",2.131,11.9999999999996
"Rasterized image",2.132,1.00000000000033
"Display/save image",2.299,167
