"label","seconds","interval_ms"
"Validating Mesh",0.861,NA
"Pre-processing scene",0.861,0
"Pre-processed  scene",0.861,0
"Removed duplicate materials",0.861,0
"Processed scene bounds",0.861,0
"Processed texture filenames",0.861,0
"Processed materials",0.861,0
"Loaded environment maps",0.861,0
"Initialized buffers",0.864,3
"Initialized shadowmaps",0.864,0
"Initialized alpha buffers",0.864,0
"Initialized shaders",0.864,0
"Initialized 3D models",0.864,0
"Calculated depth buffer(s)",0.864,0
"Executed pixel shaders",0.868,4
"Calculated linear depth",0.868,0
"Rasterized image",0.869,1
"Assembled output",0.88,11
"Clamped output",0.884,4
"Display/save image",0.884,0
