"label","seconds","interval_ms"
"Validating Mesh",1.601,NA
"Pre-processing scene",1.601,0
"Pre-processed  scene",1.602,1.00000000000011
"Removed duplicate materials",1.602,0
"Processed scene bounds",1.602,0
"Processed texture filenames",1.602,0
"Processed materials",1.602,0
"Loaded environment maps",1.602,0
"Initialized buffers",1.607,4.99999999999989
"Initialized shadowmaps",1.607,0
"Initialized alpha buffers",1.607,0
"Initialized shaders",1.607,0
"Initialized 3D models",1.607,0
"Calculated depth buffer(s)",1.607,0
"Executed pixel shaders",1.621,14
"Calculated AO",1.709,88.0000000000001
"Calculated linear depth",1.709,0
"Rasterized image",1.71,0.99999999999989
"Assembled output",1.728,18
"Clamped output",1.732,4
"Display/save image",1.732,0
