"label","seconds","interval_ms"
"Validating Mesh",0.989,NA
"Pre-processing scene",0.99,1
"Pre-processed  scene",0.99,0
"Removed duplicate materials",0.99,0
"Processed scene bounds",0.99,0
"Processed texture filenames",0.99,0
"Processed materials",0.99,0
"Loaded environment maps",0.99,0
"Initialized buffers",0.992,2
"Initialized shadowmaps",0.992,0
"Initialized alpha buffers",0.992,0
"Initialized shaders",0.992,0
"Initialized 3D models",0.992,0
"Calculated depth buffer(s)",0.994,2
"Executed pixel shaders",1.009,14.9999999999999
"Calculated linear depth",1.01,1.00000000000011
"Rasterized image",1.01,0
"Assembled output",1.024,14
"Clamped output",1.028,4
"Display/save image",1.028,0
