"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha16",800,800,1,1,"process_cold",0,404
"alpha16",800,800,1,1,"warm",1,327
"alpha16",800,800,1,1,"warm",2,329
"alpha16",800,800,1,1,"warm",3,329
