"label","seconds","interval_ms"
"Validating Mesh",0.829,NA
"Pre-processing scene",0.829,0
"Pre-processed  scene",0.829,0
"Removed duplicate materials",0.829,0
"Processed scene bounds",0.829,0
"Processed texture filenames",0.829,0
"Processed materials",0.829,0
"Loaded environment maps",0.829,0
"Initialized buffers",0.831,2
"Initialized shadowmaps",0.831,0
"Initialized alpha buffers",0.831,0
"Initialized shaders",0.831,0
"Initialized 3D models",0.831,0
"Calculated depth buffer(s)",0.832,1
"Executed pixel shaders",0.835,3
"Calculated linear depth",0.835,0
"Rasterized image",0.836,1
"Assembled output",0.842,6
"Clamped output",0.844,2
"Display/save image",0.844,0
