"case","buffer","exact","max_absolute","mean_absolute","changed_samples","nonfinite_mismatch","attributes_identical"
"sliver/all","uvz",TRUE,0,0,0,0,TRUE
"sliver/raw_depth","image",TRUE,0,0,0,0,TRUE
"sliver/normals","image",TRUE,0,0,0,0,TRUE
"sliver/uv","image",TRUE,0,0,0,0,TRUE
"sliver/position","image",TRUE,0,0,0,0,TRUE
"sliver/depth","image",TRUE,0,0,0,0,TRUE
"alpha4/none","image",TRUE,0,0,0,0,TRUE
"alpha4/all","r",TRUE,0,0,0,0,TRUE
"alpha4/all","g",TRUE,0,0,0,0,TRUE
"alpha4/all","b",TRUE,0,0,0,0,TRUE
"alpha4/all","a",TRUE,0,0,0,0,TRUE
"alpha4/all","amb",TRUE,0,0,0,0,TRUE
"alpha4/all","depth",TRUE,0,0,0,0,TRUE
"alpha4/all","linear_depth",TRUE,0,0,0,0,TRUE
"alpha4/all","normalx",TRUE,0,0,0,0,TRUE
"alpha4/all","normaly",TRUE,0,0,0,0,TRUE
"alpha4/all","normalz",TRUE,0,0,0,0,TRUE
"alpha4/all","positionx",TRUE,0,0,0,0,TRUE
"alpha4/all","positiony",TRUE,0,0,0,0,TRUE
"alpha4/all","positionz",TRUE,0,0,0,0,TRUE
"alpha4/all","uvx",TRUE,0,0,0,0,TRUE
"alpha4/all","uvy",TRUE,0,0,0,0,TRUE
"alpha4/all","uvz",TRUE,0,0,0,0,TRUE
"alpha4/raw_depth","image",TRUE,0,0,0,0,TRUE
"alpha4/normals","image",TRUE,0,0,0,0,TRUE
"alpha4/uv","image",TRUE,0,0,0,0,TRUE
"alpha4/position","image",TRUE,0,0,0,0,TRUE
"alpha4/depth","image",TRUE,0,0,0,0,TRUE
"alpha16/none","image",TRUE,0,0,0,0,TRUE
"alpha16/all","r",TRUE,0,0,0,0,TRUE
"alpha16/all","g",TRUE,0,0,0,0,TRUE
"alpha16/all","b",TRUE,0,0,0,0,TRUE
"alpha16/all","a",TRUE,0,0,0,0,TRUE
"alpha16/all","amb",TRUE,0,0,0,0,TRUE
"alpha16/all","depth",TRUE,0,0,0,0,TRUE
"alpha16/all","linear_depth",TRUE,0,0,0,0,TRUE
"alpha16/all","normalx",TRUE,0,0,0,0,TRUE
"alpha16/all","normaly",TRUE,0,0,0,0,TRUE
"alpha16/all","normalz",TRUE,0,0,0,0,TRUE
"alpha16/all","positionx",TRUE,0,0,0,0,TRUE
"alpha16/all","positiony",TRUE,0,0,0,0,TRUE
"alpha16/all","positionz",TRUE,0,0,0,0,TRUE
"alpha16/all","uvx",TRUE,0,0,0,0,TRUE
"alpha16/all","uvy",TRUE,0,0,0,0,TRUE
"alpha16/all","uvz",TRUE,0,0,0,0,TRUE
"alpha16/raw_depth","image",TRUE,0,0,0,0,TRUE
"alpha16/normals","image",TRUE,0,0,0,0,TRUE
"alpha16/uv","image",TRUE,0,0,0,0,TRUE
"alpha16/position","image",TRUE,0,0,0,0,TRUE
"alpha16/depth","image",TRUE,0,0,0,0,TRUE
"alpha64/none","image",TRUE,0,0,0,0,TRUE
"alpha64/all","r",TRUE,0,0,0,0,TRUE
"alpha64/all","g",TRUE,0,0,0,0,TRUE
"alpha64/all","b",TRUE,0,0,0,0,TRUE
"alpha64/all","a",TRUE,0,0,0,0,TRUE
"alpha64/all","amb",TRUE,0,0,0,0,TRUE
"alpha64/all","depth",TRUE,0,0,0,0,TRUE
"alpha64/all","linear_depth",TRUE,0,0,0,0,TRUE
"alpha64/all","normalx",TRUE,0,0,0,0,TRUE
"alpha64/all","normaly",TRUE,0,0,0,0,TRUE
"alpha64/all","normalz",TRUE,0,0,0,0,TRUE
"alpha64/all","positionx",TRUE,0,0,0,0,TRUE
"alpha64/all","positiony",TRUE,0,0,0,0,TRUE
"alpha64/all","positionz",TRUE,0,0,0,0,TRUE
"alpha64/all","uvx",TRUE,0,0,0,0,TRUE
"alpha64/all","uvy",TRUE,0,0,0,0,TRUE
"alpha64/all","uvz",TRUE,0,0,0,0,TRUE
"alpha64/raw_depth","image",TRUE,0,0,0,0,TRUE
"alpha64/normals","image",TRUE,0,0,0,0,TRUE
"alpha64/uv","image",TRUE,0,0,0,0,TRUE
"alpha64/position","image",TRUE,0,0,0,0,TRUE
"alpha64/depth","image",TRUE,0,0,0,0,TRUE
"alpha129/none","image",TRUE,0,0,0,0,TRUE
"alpha129/all","r",TRUE,0,0,0,0,TRUE
"alpha129/all","g",TRUE,0,0,0,0,TRUE
"alpha129/all","b",TRUE,0,0,0,0,TRUE
"alpha129/all","a",TRUE,0,0,0,0,TRUE
"alpha129/all","amb",TRUE,0,0,0,0,TRUE
"alpha129/all","depth",TRUE,0,0,0,0,TRUE
"alpha129/all","linear_depth",TRUE,0,0,0,0,TRUE
"alpha129/all","normalx",TRUE,0,0,0,0,TRUE
"alpha129/all","normaly",TRUE,0,0,0,0,TRUE
"alpha129/all","normalz",TRUE,0,0,0,0,TRUE
"alpha129/all","positionx",TRUE,0,0,0,0,TRUE
"alpha129/all","positiony",TRUE,0,0,0,0,TRUE
"alpha129/all","positionz",TRUE,0,0,0,0,TRUE
"alpha129/all","uvx",TRUE,0,0,0,0,TRUE
"alpha129/all","uvy",TRUE,0,0,0,0,TRUE
"alpha129/all","uvz",TRUE,0,0,0,0,TRUE
"alpha129/raw_depth","image",TRUE,0,0,0,0,TRUE
"alpha129/normals","image",TRUE,0,0,0,0,TRUE
"alpha129/uv","image",TRUE,0,0,0,0,TRUE
"alpha129/position","image",TRUE,0,0,0,0,TRUE
"alpha129/depth","image",TRUE,0,0,0,0,TRUE
"lights/none","image",TRUE,0,0,0,0,TRUE
"lights/all","r",TRUE,0,0,0,0,TRUE
"lights/all","g",TRUE,0,0,0,0,TRUE
"lights/all","b",TRUE,0,0,0,0,TRUE
"lights/all","a",TRUE,0,0,0,0,TRUE
"lights/all","amb",TRUE,0,0,0,0,TRUE
"lights/all","depth",TRUE,0,0,0,0,TRUE
"lights/all","linear_depth",TRUE,0,0,0,0,TRUE
"lights/all","normalx",TRUE,0,0,0,0,TRUE
"lights/all","normaly",TRUE,0,0,0,0,TRUE
"lights/all","normalz",TRUE,0,0,0,0,TRUE
"lights/all","positionx",TRUE,0,0,0,0,TRUE
"lights/all","positiony",TRUE,0,0,0,0,TRUE
"lights/all","positionz",TRUE,0,0,0,0,TRUE
"lights/all","uvx",TRUE,0,0,0,0,TRUE
"lights/all","uvy",TRUE,0,0,0,0,TRUE
"lights/all","uvz",TRUE,0,0,0,0,TRUE
"lights/raw_depth","image",TRUE,0,0,0,0,TRUE
"lights/normals","image",TRUE,0,0,0,0,TRUE
"lights/uv","image",TRUE,0,0,0,0,TRUE
"lights/position","image",TRUE,0,0,0,0,TRUE
"lights/depth","image",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/none","image",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","r",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","g",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","b",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","a",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","amb",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","depth",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","linear_depth",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","normalx",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","normaly",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","normalz",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","positionx",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","positiony",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","positionz",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","uvx",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","uvy",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/all","uvz",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/raw_depth","image",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/normals","image",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/uv","image",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/position","image",TRUE,0,0,0,0,TRUE
"lines FALSE FALSE/depth","image",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/none","image",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","r",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","g",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","b",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","a",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","amb",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","depth",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","linear_depth",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","normalx",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","normaly",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","normalz",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","positionx",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","positiony",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","positionz",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","uvx",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","uvy",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/all","uvz",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/raw_depth","image",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/normals","image",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/uv","image",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/position","image",TRUE,0,0,0,0,TRUE
"lines FALSE TRUE/depth","image",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/none","image",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","r",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","g",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","b",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","a",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","amb",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","depth",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","linear_depth",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","normalx",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","normaly",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","normalz",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","positionx",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","positiony",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","positionz",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","uvx",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","uvy",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/all","uvz",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/raw_depth","image",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/normals","image",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/uv","image",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/position","image",TRUE,0,0,0,0,TRUE
"lines TRUE FALSE/depth","image",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/none","image",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","r",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","g",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","b",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","a",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","amb",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","depth",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","linear_depth",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","normalx",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","normaly",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","normalz",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","positionx",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","positiony",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","positionz",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","uvx",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","uvy",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/all","uvz",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/raw_depth","image",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/normals","image",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/uv","image",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/position","image",TRUE,0,0,0,0,TRUE
"lines TRUE TRUE/depth","image",TRUE,0,0,0,0,TRUE
"tangent_diffuse/none","image",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","r",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","g",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","b",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","a",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","amb",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","depth",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","linear_depth",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","normalx",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","normaly",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","normalz",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","positionx",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","positiony",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","positionz",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","uvx",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","uvy",TRUE,0,0,0,0,TRUE
"tangent_diffuse/all","uvz",TRUE,0,0,0,0,TRUE
"tangent_diffuse/raw_depth","image",TRUE,0,0,0,0,TRUE
"tangent_diffuse/normals","image",TRUE,0,0,0,0,TRUE
"tangent_diffuse/uv","image",TRUE,0,0,0,0,TRUE
"tangent_diffuse/position","image",TRUE,0,0,0,0,TRUE
"tangent_diffuse/depth","image",TRUE,0,0,0,0,TRUE
"tangent_phong/none","image",TRUE,0,0,0,0,TRUE
"tangent_phong/all","r",TRUE,0,0,0,0,TRUE
"tangent_phong/all","g",TRUE,0,0,0,0,TRUE
"tangent_phong/all","b",TRUE,0,0,0,0,TRUE
"tangent_phong/all","a",TRUE,0,0,0,0,TRUE
"tangent_phong/all","amb",TRUE,0,0,0,0,TRUE
"tangent_phong/all","depth",TRUE,0,0,0,0,TRUE
"tangent_phong/all","linear_depth",TRUE,0,0,0,0,TRUE
"tangent_phong/all","normalx",TRUE,0,0,0,0,TRUE
"tangent_phong/all","normaly",TRUE,0,0,0,0,TRUE
"tangent_phong/all","normalz",TRUE,0,0,0,0,TRUE
"tangent_phong/all","positionx",TRUE,0,0,0,0,TRUE
"tangent_phong/all","positiony",TRUE,0,0,0,0,TRUE
"tangent_phong/all","positionz",TRUE,0,0,0,0,TRUE
"tangent_phong/all","uvx",TRUE,0,0,0,0,TRUE
"tangent_phong/all","uvy",TRUE,0,0,0,0,TRUE
"tangent_phong/all","uvz",TRUE,0,0,0,0,TRUE
"tangent_phong/raw_depth","image",TRUE,0,0,0,0,TRUE
"tangent_phong/normals","image",TRUE,0,0,0,0,TRUE
"tangent_phong/uv","image",TRUE,0,0,0,0,TRUE
"tangent_phong/position","image",TRUE,0,0,0,0,TRUE
"tangent_phong/depth","image",TRUE,0,0,0,0,TRUE
"normal_diffuse/none","image",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","r",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","g",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","b",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","a",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","amb",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","depth",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","linear_depth",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","normalx",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","normaly",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","normalz",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","positionx",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","positiony",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","positionz",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","uvx",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","uvy",TRUE,0,0,0,0,TRUE
"normal_diffuse/all","uvz",TRUE,0,0,0,0,TRUE
"normal_diffuse/raw_depth","image",TRUE,0,0,0,0,TRUE
"normal_diffuse/normals","image",TRUE,0,0,0,0,TRUE
"normal_diffuse/uv","image",TRUE,0,0,0,0,TRUE
"normal_diffuse/position","image",TRUE,0,0,0,0,TRUE
"normal_diffuse/depth","image",TRUE,0,0,0,0,TRUE
"normal_phong/none","image",TRUE,0,0,0,0,TRUE
"normal_phong/all","r",TRUE,0,0,0,0,TRUE
"normal_phong/all","g",TRUE,0,0,0,0,TRUE
"normal_phong/all","b",TRUE,0,0,0,0,TRUE
"normal_phong/all","a",TRUE,0,0,0,0,TRUE
"normal_phong/all","amb",TRUE,0,0,0,0,TRUE
"normal_phong/all","depth",TRUE,0,0,0,0,TRUE
"normal_phong/all","linear_depth",TRUE,0,0,0,0,TRUE
"normal_phong/all","normalx",TRUE,0,0,0,0,TRUE
"normal_phong/all","normaly",TRUE,0,0,0,0,TRUE
"normal_phong/all","normalz",TRUE,0,0,0,0,TRUE
"normal_phong/all","positionx",TRUE,0,0,0,0,TRUE
"normal_phong/all","positiony",TRUE,0,0,0,0,TRUE
"normal_phong/all","positionz",TRUE,0,0,0,0,TRUE
"normal_phong/all","uvx",TRUE,0,0,0,0,TRUE
"normal_phong/all","uvy",TRUE,0,0,0,0,TRUE
"normal_phong/all","uvz",TRUE,0,0,0,0,TRUE
"normal_phong/raw_depth","image",TRUE,0,0,0,0,TRUE
"normal_phong/normals","image",TRUE,0,0,0,0,TRUE
"normal_phong/uv","image",TRUE,0,0,0,0,TRUE
"normal_phong/position","image",TRUE,0,0,0,0,TRUE
"normal_phong/depth","image",TRUE,0,0,0,0,TRUE
"normal_point/none","image",TRUE,0,0,0,0,TRUE
"normal_point/all","r",TRUE,0,0,0,0,TRUE
"normal_point/all","g",TRUE,0,0,0,0,TRUE
"normal_point/all","b",TRUE,0,0,0,0,TRUE
"normal_point/all","a",TRUE,0,0,0,0,TRUE
"normal_point/all","amb",TRUE,0,0,0,0,TRUE
"normal_point/all","depth",TRUE,0,0,0,0,TRUE
"normal_point/all","linear_depth",TRUE,0,0,0,0,TRUE
"normal_point/all","normalx",TRUE,0,0,0,0,TRUE
"normal_point/all","normaly",TRUE,0,0,0,0,TRUE
"normal_point/all","normalz",TRUE,0,0,0,0,TRUE
"normal_point/all","positionx",TRUE,0,0,0,0,TRUE
"normal_point/all","positiony",TRUE,0,0,0,0,TRUE
"normal_point/all","positionz",TRUE,0,0,0,0,TRUE
"normal_point/all","uvx",TRUE,0,0,0,0,TRUE
"normal_point/all","uvy",TRUE,0,0,0,0,TRUE
"normal_point/all","uvz",TRUE,0,0,0,0,TRUE
"normal_point/raw_depth","image",TRUE,0,0,0,0,TRUE
"normal_point/normals","image",TRUE,0,0,0,0,TRUE
"normal_point/uv","image",TRUE,0,0,0,0,TRUE
"normal_point/position","image",TRUE,0,0,0,0,TRUE
"normal_point/depth","image",TRUE,0,0,0,0,TRUE
"refraction/none","image",TRUE,0,0,0,0,TRUE
"refraction/all","r",TRUE,0,0,0,0,TRUE
"refraction/all","g",TRUE,0,0,0,0,TRUE
"refraction/all","b",TRUE,0,0,0,0,TRUE
"refraction/all","a",TRUE,0,0,0,0,TRUE
"refraction/all","amb",TRUE,0,0,0,0,TRUE
"refraction/all","depth",TRUE,0,0,0,0,TRUE
"refraction/all","linear_depth",TRUE,0,0,0,0,TRUE
"refraction/all","normalx",TRUE,0,0,0,0,TRUE
"refraction/all","normaly",TRUE,0,0,0,0,TRUE
"refraction/all","normalz",TRUE,0,0,0,0,TRUE
"refraction/all","positionx",TRUE,0,0,0,0,TRUE
"refraction/all","positiony",TRUE,0,0,0,0,TRUE
"refraction/all","positionz",TRUE,0,0,0,0,TRUE
"refraction/all","uvx",TRUE,0,0,0,0,TRUE
"refraction/all","uvy",TRUE,0,0,0,0,TRUE
"refraction/all","uvz",TRUE,0,0,0,0,TRUE
"refraction/raw_depth","image",TRUE,0,0,0,0,TRUE
"refraction/normals","image",TRUE,0,0,0,0,TRUE
"refraction/uv","image",TRUE,0,0,0,0,TRUE
"refraction/position","image",TRUE,0,0,0,0,TRUE
"refraction/depth","image",TRUE,0,0,0,0,TRUE
