"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"near_crossing",800,800,1,1,"process_cold",0,280
"near_crossing",800,800,1,1,"warm",1,240
"near_crossing",800,800,1,1,"warm",2,198
"near_crossing",800,800,1,1,"warm",3,218
