"label","seconds","interval_ms"
"Validating Mesh",5.503,NA
"Pre-processing scene",5.513,9.99999999999979
"Pre-processed  scene",5.513,0
"Removed duplicate materials",5.521,8.00000000000001
"Processed scene bounds",5.525,4.00000000000045
"Processed texture filenames",5.527,1.99999999999978
"Processed materials",5.542,14.9999999999997
"Loaded environment maps",5.542,0
"Initialized buffers",5.548,6.00000000000023
"Initialized shadowmaps",5.548,0
"Initialized alpha buffers",5.548,0
"Initialized shaders",5.582,33.9999999999998
"Initialized 3D models",5.604,22.0000000000002
"Calculated depth buffer(s)",5.607,3.00000000000011
"Executed pixel shaders",5.877,270
"Calculated linear depth",5.889,12.0000000000005
"Rasterized image",5.904,14.9999999999997
"Display/save image",6.048,144
