"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"shadow",800,800,1,1,"process_cold",0,357
"shadow",800,800,1,1,"warm",1,244
"shadow",800,800,1,1,"warm",2,228
"shadow",800,800,1,1,"warm",3,250
