case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
alpha16,800,800,1,1,3,445,364.0,394.6,2.7472527472527473,346.0,371.2,1059848192,132167784,342.0,3,388153344
environment,800,800,1,1,3,167,81.0000000000001,81.9000000000001,12.345679012345665,53.9999999999998,53.99999999999998,438648832,112775784,55.9999999999998,3,199442432
grid100k,800,800,1,1,3,153,63.9999999999999,64.8999999999999,15.625000000000025,38.0,39.8,528400384,147386960,39.0000000000001,3,305610752
grid1m,800,800,1,1,3,338,297.0,316.8,3.367003367003367,226.0,226.9,1206009856,284657152,230.0,3,975568896
shadow,800,800,1,1,3,120,39.0,39.89999999999991,25.641025641025642,22.0,22.90000000000009,412893184,135961152,22.9999999999999,3,209944576
small,800,800,1,1,3,109,23.0,23.9,43.47826086956522,8.00000000000001,8.90000000000011,434323456,134507736,8.9999999999999,3,210993152
ssao,800,800,1,1,3,237,158.0,167.9,6.329113924050633,114.0,114.9,617512960,194255712,111.0,3,269025280
toon,800,800,1,1,3,283,196.0,215.8,5.1020408163265305,147.0,147.9,548978688,171154656,149.0,3,323207168
