"label","seconds","interval_ms"
"Validating Mesh",5.232,NA
"Pre-processing scene",5.242,9.99999999999979
"Pre-processed  scene",5.242,0
"Removed duplicate materials",5.25,8.00000000000001
"Processed scene bounds",5.254,3.99999999999956
"Processed texture filenames",5.256,2.00000000000067
"Processed materials",5.271,14.9999999999997
"Loaded environment maps",5.271,0
"Initialized buffers",5.273,1.99999999999978
"Initialized shadowmaps",5.273,0
"Initialized alpha buffers",5.273,0
"Initialized shaders",5.298,25.0000000000004
"Initialized 3D models",5.302,3.99999999999956
"Calculated depth buffer(s)",5.303,1.00000000000033
"Executed pixel shaders",5.562,259
"Calculated linear depth",5.562,0
"Rasterized image",5.57,8.00000000000001
"Display/save image",5.693,122.999999999999
