"label","seconds","interval_ms"
"Validating Mesh",4,NA
"Pre-processing scene",4.001,1.00000000000033
"Pre-processed  scene",4.001,0
"Removed duplicate materials",4.001,0
"Processed scene bounds",4.001,0
"Processed texture filenames",4.001,0
"Processed materials",4.001,0
"Loaded environment maps",4.001,0
"Initialized buffers",4.003,1.99999999999978
"Initialized shadowmaps",4.003,0
"Initialized alpha buffers",4.003,0
"Initialized shaders",4.003,0
"Initialized 3D models",4.003,0
"Calculated depth buffer(s)",4.004,0.999999999999446
"Executed pixel shaders",4.191,187
"Calculated linear depth",4.328,137
"Rasterized image",4.329,0.999999999999446
"Display/save image",4.462,133
