"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"small",800,800,1,1,"process_cold",0,342
"small",800,800,1,1,"warm",1,207
"small",800,800,1,1,"warm",2,221
"small",800,800,1,1,"warm",3,218
"small",800,800,1,1,"warm",4,215
"small",800,800,1,1,"warm",5,187
