"label","seconds","interval_ms"
"Validating Mesh",3.964,NA
"Pre-processing scene",3.967,3.00000000000011
"Pre-processed  scene",3.968,0.99999999999989
"Removed duplicate materials",3.968,0
"Processed scene bounds",3.968,0
"Processed texture filenames",3.969,0.99999999999989
"Processed materials",3.969,0
"Loaded environment maps",3.969,0
"Initialized buffers",3.993,24
"Initialized shadowmaps",3.993,0
"Initialized alpha buffers",3.993,0
"Initialized shaders",3.995,2.00000000000022
"Initialized 3D models",3.995,0
"Calculated depth buffer(s)",4.024,28.9999999999999
"Executed pixel shaders",4.062,38.0000000000003
"Calculated linear depth",4.075,12.9999999999999
"Rasterized image",4.082,6.99999999999967
"Display/save image",4.316,234
