"label","seconds","interval_ms"
"Validating Mesh",10.473,NA
"Pre-processing scene",10.474,0.999999999999446
"Pre-processed  scene",10.474,0
"Removed duplicate materials",10.474,0
"Processed scene bounds",10.474,0
"Processed texture filenames",10.474,0
"Processed materials",10.474,0
"Loaded environment maps",10.474,0
"Initialized buffers",10.48,6.00000000000023
"Initialized shadowmaps",10.48,0
"Initialized alpha buffers",10.48,0
"Initialized shaders",10.48,0
"Initialized 3D models",10.48,0
"Calculated depth buffer(s)",10.483,3.00000000000011
"Executed pixel shaders",10.819,336
"Calculated linear depth",11.18,360.999999999999
"Rasterized image",11.494,314
"Display/save image",11.655,161
