case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
alpha129,159,241,1,4,3,117,67.9999999999999,70.70000000000007,14.705882352941199,57.9999999999998,60.69999999999989,557613056,29098384,100.0,1,249987072
alpha4,1920,1080,1,4,3,738,547.0,597.4,1.8281535648994516,60.9999999999999,63.70000000000008,1788592128,1569665760,64.0000000000001,1,
alpha4,1920,1080,2,4,3,3802,3928.0,3961.3,0.2545824847250509,338.000000000001,369.500000000001,5859164160,6045770376,334.000000000003,1,
alpha4,800,800,2,4,3,991,808.0,813.4,1.2376237623762376,114.0,116.7,2236186624,1859867976,118.0,1,
grid100k,1920,1080,1,4,3,702,528.0,541.5,1.893939393939394,43.0000000000001,44.79999999999992,1834057728,1584896360,44.9999999999999,1,
grid100k,1920,1080,2,4,3,2561,2223.0,2369.7,0.449842555105713,132.999999999999,147.4000000000008,5977473024,6061005032,192.0,1,3308896256
grid100k,800,800,2,4,3,952,747.0,764.1,1.3386880856760375,51.9999999999996,51.9999999999996,2025078784,1875097696,52.9999999999999,1,
small,1920,1080,1,4,3,640,489.0,507.0,2.044989775051125,16.0,16.0,1630076928,1574024240,17.9999999999998,1,
small,1920,1080,2,4,3,2508,2097.0,2099.7,0.47687172150691465,59.9999999999987,62.69999999999879,5322981376,6063357536,67.0000000000002,1,
small,800,800,2,4,3,877,718.0,741.4,1.392757660167131,24.0,24.899999999999547,1889697792,1869455296,22.9999999999997,1,
ssao,1920,1080,2,4,3,3679,3055.0,3287.2,0.32733224222585927,402.999999999999,405.69999999999897,6855049216,6846469776,410.0,1,
