"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha4",800,800,2,4,"process_cold",0,1374
"alpha4",800,800,2,4,"warm",1,1197
"alpha4",800,800,2,4,"warm",2,1161
"alpha4",800,800,2,4,"warm",3,1208
