"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"grid100k",1920,1080,2,4,"process_cold",0,1590
"grid100k",1920,1080,2,4,"warm",1,1229
"grid100k",1920,1080,2,4,"warm",2,1277
"grid100k",1920,1080,2,4,"warm",3,1284
