"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"small",1920,1080,2,4,"process_cold",0,1343
"small",1920,1080,2,4,"warm",1,1083
"small",1920,1080,2,4,"warm",2,1075
"small",1920,1080,2,4,"warm",3,1202
