"label","seconds","interval_ms"
"Validating Mesh",3.344,NA
"Pre-processing scene",3.344,0
"Pre-processed  scene",3.344,0
"Removed duplicate materials",3.344,0
"Processed scene bounds",3.344,0
"Processed texture filenames",3.344,0
"Processed materials",3.345,1.00000000000033
"Loaded environment maps",3.345,0
"Initialized buffers",3.353,8.00000000000001
"Initialized shadowmaps",3.353,0
"Initialized alpha buffers",3.353,0
"Initialized shaders",3.354,0.99999999999989
"Initialized 3D models",3.354,0
"Calculated depth buffer(s)",3.36,5.99999999999978
"Executed pixel shaders",3.429,68.9999999999999
"Calculated linear depth",3.443,14.0000000000002
"Rasterized image",3.499,56
"Display/save image",3.675,176
