"label","seconds","interval_ms"
"Validating Mesh",0.967,NA
"Pre-processing scene",0.967,0
"Pre-processed  scene",0.967,0
"Removed duplicate materials",0.967,0
"Processed scene bounds",0.967,0
"Processed texture filenames",0.967,0
"Processed materials",0.967,0
"Loaded environment maps",0.967,0
"Initialized buffers",0.97,3
"Initialized shadowmaps",0.97,0
"Initialized alpha buffers",0.97,0
"Initialized shaders",0.97,0
"Initialized 3D models",0.97,0
"Calculated depth buffer(s)",0.971,1
"Executed pixel shaders",0.985,14
"Calculated linear depth",0.985,0
"Rasterized image",0.986,1
"Assembled output",0.999,13
"Clamped output",1.003,3.99999999999989
"Display/save image",1.003,0
