"label","seconds","interval_ms"
"Validating Mesh",5.368,NA
"Pre-processing scene",5.379,10.9999999999992
"Pre-processed  scene",5.379,0
"Removed duplicate materials",5.387,8.00000000000001
"Processed scene bounds",5.392,5.00000000000078
"Processed texture filenames",5.394,1.99999999999978
"Processed materials",5.41,16
"Loaded environment maps",5.41,0
"Initialized buffers",5.417,6.99999999999967
"Initialized shadowmaps",5.417,0
"Initialized alpha buffers",5.417,0
"Initialized shaders",5.456,39.0000000000006
"Initialized 3D models",5.461,4.99999999999989
"Calculated depth buffer(s)",5.461,0
"Executed pixel shaders",5.722,261
"Calculated linear depth",5.733,10.9999999999992
"Rasterized image",5.743,10.0000000000007
"Display/save image",5.884,141
