"label","seconds","interval_ms"
"Validating Mesh",1.798,NA
"Pre-processing scene",1.798,0
"Pre-processed  scene",1.798,0
"Removed duplicate materials",1.798,0
"Processed scene bounds",1.798,0
"Processed texture filenames",1.799,0.99999999999989
"Processed materials",1.799,0
"Loaded environment maps",1.799,0
"Initialized buffers",1.805,6
"Initialized shadowmaps",1.805,0
"Initialized alpha buffers",1.805,0
"Initialized shaders",1.806,1.00000000000011
"Initialized 3D models",1.806,0
"Calculated depth buffer(s)",1.806,0
"Executed pixel shaders",1.814,8.00000000000001
"Calculated linear depth",1.826,12
"Rasterized image",1.827,0.99999999999989
"Display/save image",1.964,137
