"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"orthographic",800,800,1,1,"process_cold",0,332
"orthographic",800,800,1,1,"warm",1,204
"orthographic",800,800,1,1,"warm",2,201
"orthographic",800,800,1,1,"warm",3,211
