"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"alpha64",800,800,1,1,"process_cold",0,3119
"alpha64",800,800,1,1,"warm",1,3042
"alpha64",800,800,1,1,"warm",2,3018
"alpha64",800,800,1,1,"warm",3,2996
