"label","seconds","interval_ms"
"Validating Mesh",0.872,NA
"Pre-processing scene",0.872,0
"Pre-processed  scene",0.872,0
"Removed duplicate materials",0.872,0
"Processed scene bounds",0.872,0
"Processed texture filenames",0.872,0
"Processed materials",0.873,1
"Loaded environment maps",0.873,0
"Initialized buffers",0.875,2
"Initialized shadowmaps",0.875,0
"Initialized alpha buffers",0.875,0
"Initialized shaders",0.875,0
"Initialized 3D models",0.875,0
"Calculated depth buffer(s)",0.876,1
"Executed pixel shaders",0.881,5
"Calculated linear depth",0.881,0
"Rasterized image",0.883,2
"Assembled output",0.896,13
"Clamped output",0.901,5
"Display/save image",0.901,0
