"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"overdraw",800,800,1,4,"process_cold",0,216
"overdraw",800,800,1,4,"warm",1,134
"overdraw",800,800,1,4,"warm",2,135
"overdraw",800,800,1,4,"warm",3,135
