"label","seconds","interval_ms"
"Validating Mesh",0.971,NA
"Pre-processing scene",0.972,1
"Pre-processed  scene",0.972,0
"Removed duplicate materials",0.972,0
"Processed scene bounds",0.972,0
"Processed texture filenames",0.972,0
"Processed materials",0.972,0
"Loaded environment maps",0.972,0
"Initialized buffers",0.975,3
"Initialized shadowmaps",0.975,0
"Initialized alpha buffers",0.975,0
"Initialized shaders",0.975,0
"Initialized 3D models",0.975,0
"Calculated depth buffer(s)",0.975,0
"Executed pixel shaders",0.979,4
"Calculated linear depth",0.98,1
"Rasterized image",0.98,0
"Assembled output",0.993,13
"Clamped output",0.998,5
"Display/save image",0.998,0
