"label","seconds","interval_ms"
"Validating Mesh",1.804,NA
"Pre-processing scene",1.804,0
"Pre-processed  scene",1.804,0
"Removed duplicate materials",1.804,0
"Processed scene bounds",1.804,0
"Processed texture filenames",1.804,0
"Processed materials",1.804,0
"Loaded environment maps",1.804,0
"Initialized buffers",1.81,6
"Initialized shadowmaps",1.81,0
"Initialized alpha buffers",1.81,0
"Initialized shaders",1.81,0
"Initialized 3D models",1.81,0
"Calculated depth buffer(s)",1.811,0.99999999999989
"Executed pixel shaders",1.826,15.0000000000001
"Calculated AO",1.915,89
"Calculated linear depth",1.915,0
"Rasterized image",1.916,0.99999999999989
"Assembled output",1.938,22
"Clamped output",1.942,4
"Display/save image",1.942,0
