"label","seconds","interval_ms"
"Validating Mesh",1.951,NA
"Pre-processing scene",1.952,0.99999999999989
"Pre-processed  scene",1.952,0
"Removed duplicate materials",1.952,0
"Processed scene bounds",1.952,0
"Processed texture filenames",1.952,0
"Processed materials",1.952,0
"Loaded environment maps",1.952,0
"Initialized buffers",1.954,2
"Initialized shadowmaps",1.954,0
"Initialized alpha buffers",1.954,0
"Initialized shaders",1.954,0
"Initialized 3D models",1.954,0
"Calculated depth buffer(s)",1.954,0
"Executed pixel shaders",1.958,4
"Calculated linear depth",1.959,1.00000000000011
"Rasterized image",1.96,0.99999999999989
"Display/save image",2.127,167
