"label","seconds","interval_ms"
"Validating Mesh",2.313,NA
"Pre-processing scene",2.313,0
"Pre-processed  scene",2.313,0
"Removed duplicate materials",2.313,0
"Processed scene bounds",2.313,0
"Processed texture filenames",2.313,0
"Processed materials",2.313,0
"Loaded environment maps",2.315,1.99999999999978
"Initialized buffers",2.318,3.00000000000011
"Initialized shadowmaps",2.318,0
"Initialized alpha buffers",2.318,0
"Initialized shaders",2.318,0
"Initialized 3D models",2.318,0
"Calculated depth buffer(s)",2.318,0
"Executed pixel shaders",2.348,29.9999999999998
"Blurred environment map",2.365,17.0000000000003
"Calculated linear depth",2.365,0
"Rasterized image",2.366,0.99999999999989
"Display/save image",2.525,159
