"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"ssao",800,800,1,1,"process_cold",0,423
"ssao",800,800,1,1,"warm",1,290
"ssao",800,800,1,1,"warm",2,270
"ssao",800,800,1,1,"warm",3,290
